date,country,confirmed_cases,deaths,recovered
2023-07-07,Germany,9732,3985,3650
2023-07-07,Australia,1651,1397,127
2023-07-07,Japan,3033,593,1524
2023-07-07,South Korea,2055,1818,201
2023-07-07,Mexico,852,381,343
2023-07-07,Indonesia,4589,3541,774
2023-07-07,Nigeria,9436,2924,1545
2023-07-07,South Africa,3148,1471,1401
2023-07-07,Argentina,4985,807,1910
2023-07-07,Saudi Arabia,7498,5253,303
2023-07-08,United States,1664,1541,52
2023-07-08,China,3841,1404,663
2023-07-08,India,3578,2465,760
2023-07-08,Brazil,753,259,234
2023-07-08,Russia,7933,1736,5461
2023-07-08,France,162,73,42
2023-07-08,United Kingdom,9608,4172,4599
2023-07-08,Italy,374,50,198
2023-07-08,Spain,6394,6253,76
2023-07-08,Canada,4645,3339,1110
2023-07-08,Germany,4355,1008,119
2023-07-08,Australia,3175,1335,1830
2023-07-08,Japan,3489,355,1814
2023-07-08,South Korea,7524,5872,1388
2023-07-08,Mexico,8716,6046,449
2023-07-08,Indonesia,5622,2417,2476
2023-07-08,Nigeria,8919,3997,4844
2023-07-08,South Africa,2372,564,1588
2023-07-08,Argentina,7968,5028,2391
2023-07-08,Saudi Arabia,8319,3352,294
2023-07-09,United States,7569,4131,2709
2023-07-09,China,2731,36,135
2023-07-09,India,6983,5328,424
2023-07-09,Brazil,6848,1475,3340
2023-07-09,Russia,2678,1267,1023
2023-07-09,France,7413,5510,1079
2023-07-09,United Kingdom,7117,6064,783
2023-07-09,Italy,9829,6392,2497
2023-07-09,Spain,6177,1046,1177
2023-07-09,Canada,4664,1254,2629
2023-07-09,Germany,2942,2615,267
2023-07-09,Australia,5643,3832,1395
2023-07-09,Japan,2395,1388,366
2023-07-09,South Korea,3863,3576,148
2023-07-09,Mexico,7946,752,4947
2023-07-09,Indonesia,4940,4509,201
2023-07-09,Nigeria,5937,388,2887
2023-07-09,South Africa,5883,5321,432
2023-07-09,Argentina,2104,1536,86
2023-07-09,Saudi Arabia,6206,4583,720
2023-07-10,United States,8984,976,118
2023-07-10,China,7724,515,6897
2023-07-10,India,9091,2488,3344
2023-07-10,Brazil,836,688,80
2023-07-10,Russia,4921,1747,2190
2023-07-10,France,8336,7445,394
2023-07-10,United Kingdom,1548,163,521
2023-07-10,Italy,4871,2979,1886
2023-07-10,Spain,4768,1351,1510
2023-07-10,Canada,6866,203,1387
2023-07-10,Germany,5212,3740,935
2023-07-10,Australia,7942,2599,5246
2023-07-10,Japan,9134,5875,2557
2023-07-10,South Korea,489,110,212
2023-07-10,Mexico,4112,2761,804
2023-07-10,Indonesia,1026,732,272
2023-07-10,Nigeria,2404,1284,1071
2023-07-10,South Africa,1986,882,423
2023-07-10,Argentina,3669,1894,1615
2023-07-10,Saudi Arabia,2092,1950,65
2023-07-11,United States,6259,4802,1099
2023-07-11,China,2400,212,1434
2023-07-11,India,2728,739,1407
2023-07-11,Brazil,756,436,319
2023-07-11,Russia,4516,1116,895
2023-07-11,France,1360,1179,135
2023-07-11,United Kingdom,3325,3206,54
2023-07-11,Italy,8095,4615,2066
2023-07-11,Spain,6137,336,5341
2023-07-11,Canada,7769,1851,4713
2023-07-11,Germany,2346,887,111
2023-07-11,Australia,4880,1359,2354
2023-07-11,Japan,3778,3038,593
2023-07-11,South Korea,5507,4595,300
2023-07-11,Mexico,5283,632,2468
2023-07-11,Indonesia,8306,609,3620
2023-07-11,Nigeria,8901,5523,2414
2023-07-11,South Africa,165,53,6
2023-07-11,Argentina,794,771,0
2023-07-11,Saudi Arabia,1352,129,557
2023-07-12,United States,4888,4024,268
2023-07-12,China,4691,1964,856
2023-07-12,India,9937,8453,1359
2023-07-12,Brazil,3027,1189,1651
2023-07-12,Russia,6016,4125,743
2023-07-12,France,7683,7059,607
2023-07-12,United Kingdom,8997,4564,1506
2023-07-12,Italy,775,467,60
2023-07-12,Spain,9734,5186,3817
2023-07-12,Canada,5438,4013,425
2023-07-12,Germany,8439,6530,1031
2023-07-12,Australia,2491,500,99
2023-07-12,Japan,4691,712,2098
2023-07-12,South Korea,9570,8809,511
2023-07-12,Mexico,3876,614,385
2023-07-12,Indonesia,5297,2890,136
2023-07-12,Nigeria,3375,762,2092
2023-07-12,South Africa,8909,7702,342
2023-07-12,Argentina,1625,1365,161
2023-07-12,Saudi Arabia,2822,1201,759
2023-07-13,United States,8574,2348,3853
2023-07-13,China,4299,2356,1767
2023-07-13,India,5381,3491,324
2023-07-13,Brazil,5675,5248,110
2023-07-13,Russia,6472,3315,2406
2023-07-13,France,478,190,69
2023-07-13,United Kingdom,4623,4264,69
2023-07-13,Italy,8445,6522,963
2023-07-13,Spain,8877,8591,120
2023-07-13,Canada,1664,737,587
2023-07-13,Germany,2522,1163,67
2023-07-13,Australia,6440,1332,3166
2023-07-13,Japan,4110,1076,2844
2023-07-13,South Korea,5379,5027,309
2023-07-13,Mexico,5069,1808,209
2023-07-13,Indonesia,1389,959,190
2023-07-13,Nigeria,2695,1167,1294
2023-07-13,South Africa,9444,6179,102
2023-07-13,Argentina,6507,5938,544
2023-07-13,Saudi Arabia,6905,75,1670
2023-07-14,United States,4487,4238,201
2023-07-14,China,269,105,136
2023-07-14,India,8370,2057,3480
2023-07-14,Brazil,3641,2959,612
2023-07-14,Russia,8350,703,6331
2023-07-14,France,457,331,62
2023-07-14,United Kingdom,9054,9053,0
2023-07-14,Italy,658,421,177
2023-07-14,Spain,495,231,16
2023-07-14,Canada,1852,458,830
2023-07-14,Germany,6979,649,4755
2023-07-14,Australia,2911,1360,728
2023-07-14,Japan,1810,651,1005
2023-07-14,South Korea,2641,103,2465
2023-07-14,Mexico,7837,7111,605
2023-07-14,Indonesia,5808,1928,3437
2023-07-14,Nigeria,8529,8278,164
2023-07-14,South Africa,2952,658,1669
2023-07-14,Argentina,7089,6471,579
2023-07-14,Saudi Arabia,9359,7010,1109
2023-07-15,United States,1056,729,179
2023-07-15,China,6589,1431,4248
2023-07-15,India,5919,3871,668
2023-07-15,Brazil,9327,4438,4263
2023-07-15,Russia,1948,933,33
2023-07-15,France,4858,1208,2354
2023-07-15,United Kingdom,4207,3047,519
2023-07-15,Italy,9419,6246,2500
2023-07-15,Spain,536,384,40
2023-07-15,Canada,7183,5632,1342
2023-07-15,Germany,6956,6096,140
2023-07-15,Australia,7929,6126,1520
2023-07-15,Japan,4502,2427,1542
2023-07-15,South Korea,9012,5210,1506
2023-07-15,Mexico,3244,3157,16
2023-07-15,Indonesia,8426,1968,4526
2023-07-15,Nigeria,8508,1780,1360
2023-07-15,South Africa,2132,2091,24
2023-07-15,Argentina,6790,869,235
2023-07-15,Saudi Arabia,2413,2159,77
2023-07-16,United States,6663,4485,616
2023-07-16,China,8716,4065,2169
2023-07-16,India,2335,604,126
2023-07-16,Brazil,9021,8266,168
2023-07-16,Russia,9932,5670,1838
2023-07-16,France,8883,4074,4430
2023-07-16,United Kingdom,7235,2274,865
2023-07-16,Italy,9732,1513,5795
2023-07-16,Spain,4299,3887,172
2023-07-16,Canada,5760,4414,478
2023-07-16,Germany,1252,216,164
2023-07-16,Australia,5445,4959,79
2023-07-16,Japan,542,390,152
2023-07-16,South Korea,4923,3334,945
2023-07-16,Mexico,8434,8318,37
2023-07-16,Indonesia,5358,2505,592
2023-07-16,Nigeria,2335,688,309
2023-07-16,South Africa,1611,1254,87
2023-07-16,Argentina,8652,7318,445
2023-07-16,Saudi Arabia,5206,92,3330
2023-07-17,United States,3923,2799,218
2023-07-17,China,5459,519,3752
2023-07-17,India,6001,2852,2245
2023-07-17,Brazil,4001,3989,9
2023-07-17,Russia,4281,908,2174
2023-07-17,France,256,27,222
2023-07-17,United Kingdom,1587,889,186
2023-07-17,Italy,947,400,77
2023-07-17,Spain,5276,1068,214
2023-07-17,Canada,7972,838,497
2023-07-17,Germany,4592,532,3168
2023-07-17,Australia,6633,5625,731
2023-07-17,Japan,7234,96,1373
2023-07-17,South Korea,249,61,139
2023-07-17,Mexico,8769,3178,2121
2023-07-17,Indonesia,8838,2608,5496
2023-07-17,Nigeria,3670,69,3394
2023-07-17,South Africa,9038,7163,973
2023-07-17,Argentina,3458,369,1225
2023-07-17,Saudi Arabia,4004,1088,1261
2023-07-18,United States,8173,1402,3963
2023-07-18,China,3394,1947,1091
2023-07-18,India,1519,1303,193
2023-07-18,Brazil,8650,890,4870
2023-07-18,Russia,4685,2393,157
2023-07-18,France,9923,1151,7302
2023-07-18,United Kingdom,8715,1830,3361
2023-07-18,Italy,9502,4770,2554
2023-07-18,Spain,1616,61,219
2023-07-18,Canada,1053,867,4
2023-07-18,Germany,6639,3846,235
2023-07-18,Australia,1184,1074,30
2023-07-18,Japan,7755,4647,2031
2023-07-18,South Korea,8103,6518,82
2023-07-18,Mexico,7390,4008,2334
2023-07-18,Indonesia,7220,4359,1844
2023-07-18,Nigeria,2550,283,1718
2023-07-18,South Africa,8123,1150,6825
2023-07-18,Argentina,5068,986,3614
2023-07-18,Saudi Arabia,8697,1086,2736
2023-07-19,United States,1248,521,637
2023-07-19,China,4854,46,3061
2023-07-19,India,2508,1329,180
2023-07-19,Brazil,6054,3280,1351
2023-07-19,Russia,6908,1998,3126
2023-07-19,France,5433,1134,3119
2023-07-19,United Kingdom,4050,4017,28
2023-07-19,Italy,5409,694,1241
2023-07-19,Spain,1947,1946,1
2023-07-19,Canada,4257,182,1089
2023-07-19,Germany,2352,1777,158
2023-07-19,Australia,1996,1268,109
2023-07-19,Japan,8414,1055,2586
2023-07-19,South Korea,2925,613,2094
2023-07-19,Mexico,7442,1458,2366
2023-07-19,Indonesia,9060,1708,193
2023-07-19,Nigeria,3002,2911,31
2023-07-19,South Africa,6196,4416,549
2023-07-19,Argentina,9178,8133,872
2023-07-19,Saudi Arabia,7633,2091,3681
2023-07-20,United States,3581,2222,986
2023-07-20,China,5814,2062,958
2023-07-20,India,8956,1002,7662
2023-07-20,Brazil,3268,3232,3
2023-07-20,Russia,2787,1303,153
2023-07-20,France,2849,2301,10
2023-07-20,United Kingdom,6974,2438,317
2023-07-20,Italy,1574,1475,18
2023-07-20,Spain,2894,543,557
2023-07-20,Canada,9136,4216,2552
2023-07-20,Germany,517,304,87
2023-07-20,Australia,7977,3617,2597
2023-07-20,Japan,6174,5950,92
2023-07-20,South Korea,8253,7201,85
2023-07-20,Mexico,5245,820,3417
2023-07-20,Indonesia,6371,1616,3094
2023-07-20,Nigeria,7842,4337,94
2023-07-20,South Africa,8019,1058,1297
2023-07-20,Argentina,5599,4107,513
2023-07-20,Saudi Arabia,7396,5044,1546
2023-07-21,United States,4578,745,2182
2023-07-21,China,4542,1272,617
2023-07-21,India,4590,1688,1743
2023-07-21,Brazil,6300,4502,1752
2023-07-21,Russia,4342,3573,760
2023-07-21,France,9260,2353,3583
2023-07-21,United Kingdom,1108,486,494
2023-07-21,Italy,2084,693,92
2023-07-21,Spain,9577,2486,4786
2023-07-21,Canada,2410,2368,0
2023-07-21,Germany,2107,1911,117
2023-07-21,Australia,3987,1908,1529
2023-07-21,Japan,6420,3949,1193
2023-07-21,South Korea,9627,3696,1316
2023-07-21,Mexico,169,87,33
2023-07-21,Indonesia,2028,1399,22
2023-07-21,Nigeria,4757,1850,272
2023-07-21,South Africa,7556,5490,545
2023-07-21,Argentina,3122,1937,48
2023-07-21,Saudi Arabia,584,407,34
2023-07-22,United States,4019,2625,915
2023-07-22,China,380,351,10
2023-07-22,India,5777,5403,71
2023-07-22,Brazil,383,364,1
2023-07-22,Russia,4890,4206,401
2023-07-22,France,7178,2250,4688
2023-07-22,United Kingdom,7348,5258,1985
2023-07-22,Italy,162,60,38
2023-07-22,Spain,3992,2558,832
2023-07-22,Canada,1665,1007,460
2023-07-22,Germany,7884,6531,414
2023-07-22,Australia,5881,3249,2496
2023-07-22,Japan,2881,908,893
2023-07-22,South Korea,2201,1883,233
2023-07-22,Mexico,4479,3138,852
2023-07-22,Indonesia,2706,2532,123
2023-07-22,Nigeria,940,221,370
2023-07-22,South Africa,1018,56,497
2023-07-22,Argentina,9108,5106,3417
2023-07-22,Saudi Arabia,1535,533,82
2023-07-23,United States,4303,9,2986
2023-07-23,China,2952,1404,650
2023-07-23,India,4661,3216,301
2023-07-23,Brazil,1248,891,274
2023-07-23,Russia,761,394,48
2023-07-23,France,6251,3667,1159
2023-07-23,United Kingdom,8857,5377,133
2023-07-23,Italy,654,357,25
2023-07-23,Spain,4828,179,2029
2023-07-23,Canada,1740,1504,79
2023-07-23,Germany,3591,2937,320
2023-07-23,Australia,3260,1685,129
2023-07-23,Japan,686,357,64
2023-07-23,South Korea,414,250,7
2023-07-23,Mexico,8486,6107,789
2023-07-23,Indonesia,9624,4507,4698
2023-07-23,Nigeria,2043,1513,392
2023-07-23,South Africa,616,452,132
2023-07-23,Argentina,938,41,613
2023-07-23,Saudi Arabia,4846,492,4275
2023-07-24,United States,4894,2912,1440
2023-07-24,China,9409,535,6065
2023-07-24,India,2914,1653,433
2023-07-24,Brazil,1782,874,881
2023-07-24,Russia,8897,89,1335
2023-07-24,France,777,680,1
2023-07-24,United Kingdom,8554,121,2072
2023-07-24,Italy,8456,8203,18
2023-07-24,Spain,8399,1023,702
2023-07-24,Canada,5092,647,3579
2023-07-24,Germany,9394,8399,493
2023-07-24,Australia,593,500,64
2023-07-24,Japan,765,724,8
2023-07-24,South Korea,907,479,148
2023-07-24,Mexico,3671,1977,1247
2023-07-24,Indonesia,9107,6437,686
2023-07-24,Nigeria,2670,100,1261
2023-07-24,South Africa,7632,4876,1584
2023-07-24,Argentina,9427,9308,39
2023-07-24,Saudi Arabia,9428,4256,2424
2023-07-25,United States,4047,1793,612
2023-07-25,China,8338,3947,2142
2023-07-25,India,4392,1719,1483
2023-07-25,Brazil,8612,4725,3799
2023-07-25,Russia,408,293,13
2023-07-25,France,7680,4909,1642
2023-07-25,United Kingdom,4966,523,717
2023-07-25,Italy,2238,1663,511
2023-07-25,Spain,728,256,467
2023-07-25,Canada,4294,188,1013
2023-07-25,Germany,1528,748,630
2023-07-25,Australia,4450,1114,3153
2023-07-25,Japan,2064,1528,310
2023-07-25,South Korea,8424,6861,951
2023-07-25,Mexico,9819,1208,564
2023-07-25,Indonesia,2757,32,1171
2023-07-25,Nigeria,2670,2171,110
2023-07-25,South Africa,5835,5538,290
2023-07-25,Argentina,5231,4366,354
2023-07-25,Saudi Arabia,349,174,94
2023-07-26,United States,4056,3704,96
2023-07-26,China,6849,3497,2328
2023-07-26,India,8200,6042,1137
2023-07-26,Brazil,4057,1919,242
2023-07-26,Russia,229,128,80
2023-07-26,France,2830,1755,96
2023-07-26,United Kingdom,1924,472,614
2023-07-26,Italy,1715,894,507
2023-07-26,Spain,9375,1434,7777
2023-07-26,Canada,7351,5797,248
2023-07-26,Germany,9483,7355,782
2023-07-26,Australia,7143,3106,3603
2023-07-26,Japan,1901,963,131
2023-07-26,South Korea,7152,6049,270
2023-07-26,Mexico,7566,6489,543
2023-07-26,Indonesia,8523,7808,50
2023-07-26,Nigeria,8097,4314,1263
2023-07-26,South Africa,1934,996,281
2023-07-26,Argentina,7719,6444,667
2023-07-26,Saudi Arabia,2886,807,1672
2023-07-27,United States,3396,229,2257
2023-07-27,China,7813,1509,3737
2023-07-27,India,9740,1119,627
2023-07-27,Brazil,5213,572,2133
2023-07-27,Russia,128,73,47
2023-07-27,France,8968,5943,2853
2023-07-27,United Kingdom,2496,2274,189
2023-07-27,Italy,5251,3121,645
2023-07-27,Spain,7166,462,579
2023-07-27,Canada,8593,5129,2783
2023-07-27,Germany,1933,1745,168
2023-07-27,Australia,4253,3816,393
2023-07-27,Japan,1850,1543,195
2023-07-27,South Korea,3413,486,1559
2023-07-27,Mexico,5810,2386,2612
2023-07-27,Indonesia,6025,4766,732
2023-07-27,Nigeria,6865,3915,546
2023-07-27,South Africa,3007,284,348
2023-07-27,Argentina,6308,2174,392
2023-07-27,Saudi Arabia,1980,19,1410
2023-07-28,United States,8165,1174,391
2023-07-28,China,5801,5280,162
2023-07-28,India,6596,2381,3574
2023-07-28,Brazil,4116,270,1931
2023-07-28,Russia,4122,449,2639
2023-07-28,France,4971,4033,569
2023-07-28,United Kingdom,6198,5748,120
2023-07-28,Italy,9194,808,7937
2023-07-28,Spain,9490,3401,275
2023-07-28,Canada,4110,3873,130
2023-07-28,Germany,2861,2636,204
2023-07-28,Australia,4254,1289,1008
2023-07-28,Japan,9629,9541,37
2023-07-28,South Korea,6144,2491,462
2023-07-28,Mexico,5774,3635,1222
2023-07-28,Indonesia,7260,2605,700
2023-07-28,Nigeria,3829,2981,66
2023-07-28,South Africa,3330,1478,148
2023-07-28,Argentina,2719,733,18
2023-07-28,Saudi Arabia,5052,4758,126
2023-07-29,United States,6356,5646,612
2023-07-29,China,3180,520,257
2023-07-29,India,7282,855,2642
2023-07-29,Brazil,6927,4283,1267
2023-07-29,Russia,3638,2214,210
2023-07-29,France,8130,5989,76
2023-07-29,United Kingdom,4918,2099,636
2023-07-29,Italy,5916,1621,1824
2023-07-29,Spain,5343,884,1856
2023-07-29,Canada,2498,192,545
2023-07-29,Germany,8383,5646,158
2023-07-29,Australia,6066,5941,81
2023-07-29,Japan,2668,891,484
2023-07-29,South Korea,2182,1979,28
2023-07-29,Mexico,7183,2712,478
2023-07-29,Indonesia,3970,214,3351
2023-07-29,Nigeria,7144,5290,638
2023-07-29,South Africa,8650,8013,458
2023-07-29,Argentina,3869,1553,409
2023-07-29,Saudi Arabia,5355,1874,130
2023-07-30,United States,6691,611,5761
2023-07-30,China,5109,2980,175
2023-07-30,India,8438,8415,12
2023-07-30,Brazil,2461,1367,591
2023-07-30,Russia,921,643,153
2023-07-30,France,2378,2162,55
2023-07-30,United Kingdom,2761,1563,958
2023-07-30,Italy,9639,8686,859
2023-07-30,Spain,9717,188,5082
2023-07-30,Canada,4397,769,2721
2023-07-30,Germany,6905,4111,1591
2023-07-30,Australia,4975,555,1126
2023-07-30,Japan,4273,1889,215
2023-07-30,South Korea,9069,7148,1706
2023-07-30,Mexico,2572,1890,492
2023-07-30,Indonesia,6783,2884,2167
2023-07-30,Nigeria,324,89,1
2023-07-30,South Africa,332,225,16
2023-07-30,Argentina,3628,1127,983
2023-07-30,Saudi Arabia,8155,2826,3799
2023-07-31,United States,188,170,5
2023-07-31,China,7963,5809,971
2023-07-31,India,2810,1094,265
2023-07-31,Brazil,2803,1157,1614
2023-07-31,Russia,2537,1958,475
2023-07-31,France,3559,1247,1548
2023-07-31,United Kingdom,8481,7436,515
2023-07-31,Italy,7657,3355,2340
2023-07-31,Spain,3033,2602,183
2023-07-31,Canada,1289,385,279
2023-07-31,Germany,3921,707,964
2023-07-31,Australia,1537,302,744
2023-07-31,Japan,7188,3371,2453
2023-07-31,South Korea,2420,1134,105
2023-07-31,Mexico,5744,1174,3750
2023-07-31,Indonesia,5868,738,852
2023-07-31,Nigeria,3703,3567,78
2023-07-31,South Africa,6220,1503,3515
2023-07-31,Argentina,444,101,302
2023-07-31,Saudi Arabia,9396,6054,809
2023-08-01,United States,8794,6860,918
2023-08-01,China,909,341,101
2023-08-01,India,9654,885,1910
2023-08-01,Brazil,8794,2837,3148
2023-08-01,Russia,2530,1312,86
2023-08-01,France,8974,6719,416
2023-08-01,United Kingdom,5437,2465,2841
2023-08-01,Italy,2187,840,562
2023-08-01,Spain,1811,243,1559
2023-08-01,Canada,9192,1014,3795
2023-08-01,Germany,9729,2726,6516
2023-08-01,Australia,9507,7314,2101
2023-08-01,Japan,6274,3012,649
2023-08-01,South Korea,9707,8701,608
2023-08-01,Mexico,7793,1383,1851
2023-08-01,Indonesia,5851,2495,1927
2023-08-01,Nigeria,3082,1709,1211
2023-08-01,South Africa,6955,3124,3798
2023-08-01,Argentina,6097,4205,652
2023-08-01,Saudi Arabia,9347,2949,4080
2023-08-02,United States,8045,3300,3137
2023-08-02,China,3164,1145,1623
2023-08-02,India,8020,2837,1885
2023-08-02,Brazil,1217,556,48
2023-08-02,Russia,728,64,214
2023-08-02,France,3462,1551,1650
2023-08-02,United Kingdom,6149,6063,8
2023-08-02,Italy,6146,5052,381
2023-08-02,Spain,659,14,113
2023-08-02,Canada,1058,864,192
2023-08-02,Germany,2597,2100,427
2023-08-02,Australia,7518,5913,1523
2023-08-02,Japan,2104,1144,785
2023-08-02,South Korea,396,41,346
2023-08-02,Mexico,3636,1148,1229
2023-08-02,Indonesia,9612,7883,1105
2023-08-02,Nigeria,5875,2509,482
2023-08-02,South Africa,3641,425,1145
2023-08-02,Argentina,6908,1158,2474
2023-08-02,Saudi Arabia,9806,4479,2426
2023-08-03,United States,9273,293,142
2023-08-03,China,9772,9200,283
2023-08-03,India,2789,2700,13
2023-08-03,Brazil,1342,981,317
2023-08-03,Russia,5115,4078,745
2023-08-03,France,7589,416,6157
2023-08-03,United Kingdom,989,557,43
2023-08-03,Italy,3278,1902,1006
2023-08-03,Spain,3827,255,3292
2023-08-03,Canada,3374,1045,795
2023-08-03,Germany,308,236,67
2023-08-03,Australia,5900,5504,129
2023-08-03,Japan,3292,973,1700
2023-08-03,South Korea,1862,1279,553
2023-08-03,Mexico,3834,2698,974
2023-08-03,Indonesia,3710,1148,2287
2023-08-03,Nigeria,8036,788,3477
2023-08-03,South Africa,7240,4862,1953
2023-08-03,Argentina,4147,3263,741
2023-08-03,Saudi Arabia,2889,821,526
2023-08-04,United States,6524,4180,316
2023-08-04,China,8016,279,1647
2023-08-04,India,5247,340,614
2023-08-04,Brazil,5679,5636,38
2023-08-04,Russia,6514,1828,819
2023-08-04,France,826,558,204
2023-08-04,United Kingdom,6258,3632,1216
2023-08-04,Italy,3881,1783,1447
2023-08-04,Spain,7145,1096,4453
2023-08-04,Canada,3293,285,1778
2023-08-04,Germany,6866,3827,2780
2023-08-04,Australia,9722,3580,3782
2023-08-04,Japan,3072,2236,539
2023-08-04,South Korea,9432,1440,483
2023-08-04,Mexico,2962,2538,240
2023-08-04,Indonesia,4472,295,417
2023-08-04,Nigeria,5208,3241,1072
2023-08-04,South Africa,1685,1196,171
2023-08-04,Argentina,4453,861,1675
2023-08-04,Saudi Arabia,5654,2862,51
2023-08-05,United States,6080,1595,2220
2023-08-05,China,4176,2991,222
2023-08-05,India,6482,90,5416
2023-08-05,Brazil,8098,4231,2704
2023-08-05,Russia,2594,964,716
2023-08-05,France,894,682,110
2023-08-05,United Kingdom,420,103,297
2023-08-05,Italy,647,439,194
2023-08-05,Spain,6609,3384,1148
2023-08-05,Canada,2328,2203,71
2023-08-05,Germany,3206,1393,1768
2023-08-05,Australia,6770,3896,1650
2023-08-05,Japan,4288,185,1012
2023-08-05,South Korea,494,22,110
2023-08-05,Mexico,2771,2271,410
2023-08-05,Indonesia,9705,9559,60
2023-08-05,Nigeria,731,309,130
2023-08-05,South Africa,7170,6555,433
2023-08-05,Argentina,3013,850,1341
2023-08-05,Saudi Arabia,277,170,81
2023-08-06,United States,4247,1592,1922
2023-08-06,China,1909,1316,424
2023-08-06,India,2596,2510,8
2023-08-06,Brazil,8151,1898,5107
2023-08-06,Russia,2037,815,594
2023-08-06,France,3086,327,1056
2023-08-06,United Kingdom,6976,472,5994
2023-08-06,Italy,8794,3195,4461
2023-08-06,Spain,1961,1909,0
2023-08-06,Canada,9679,6576,1779
2023-08-06,Germany,6840,6026,784
2023-08-06,Australia,7332,2878,6
2023-08-06,Japan,8150,5310,1463
2023-08-06,South Korea,5826,4191,1003
2023-08-06,Mexico,9990,620,6326
2023-08-06,Indonesia,7300,4243,238
2023-08-06,Nigeria,6127,2886,2679
2023-08-06,South Africa,3492,1069,2225
2023-08-06,Argentina,6067,1516,4322
2023-08-06,Saudi Arabia,3988,788,1684
2023-08-07,United States,9238,7245,1457
2023-08-07,China,6140,5569,71
2023-08-07,India,3832,1829,194
2023-08-07,Brazil,4495,4235,26
2023-08-07,Russia,5929,3454,1373
2023-08-07,France,7854,1538,2804
2023-08-07,United Kingdom,3447,1534,1869
2023-08-07,Italy,566,94,69
2023-08-07,Spain,2596,1398,801
2023-08-07,Canada,3232,517,580
2023-08-07,Germany,2345,349,1152
2023-08-07,Australia,5141,127,648
2023-08-07,Japan,9346,2346,2235
2023-08-07,South Korea,6449,1479,4344
2023-08-07,Mexico,7293,6344,34
2023-08-07,Indonesia,3022,69,1221
2023-08-07,Nigeria,7288,3942,316
2023-08-07,South Africa,8284,1829,3598
2023-08-07,Argentina,344,137,88
2023-08-07,Saudi Arabia,6374,4795,1392
2023-08-08,United States,2264,1330,0
2023-08-08,China,3892,3169,263
2023-08-08,India,2262,1565,520
2023-08-08,Brazil,1811,963,49
2023-08-08,Russia,9555,9371,90
2023-08-08,France,7672,7614,8
2023-08-08,United Kingdom,5154,1884,2019
2023-08-08,Italy,1164,1033,51
2023-08-08,Spain,2730,2144,181
2023-08-08,Canada,6237,3110,550
2023-08-08,Germany,8256,5994,1394
2023-08-08,Australia,3124,98,2739
2023-08-08,Japan,4165,1387,1049
2023-08-08,South Korea,5678,4907,514
2023-08-08,Mexico,5233,869,1729
2023-08-08,Indonesia,5579,4811,45
2023-08-08,Nigeria,8923,7181,1481
2023-08-08,South Africa,5059,228,4574
2023-08-08,Argentina,2024,914,513
2023-08-08,Saudi Arabia,3962,241,2287
2023-08-09,United States,8090,4483,579
2023-08-09,China,9283,1170,609
2023-08-09,India,2140,859,906
2023-08-09,Brazil,6111,56,3799
2023-08-09,Russia,2086,814,796
2023-08-09,France,7171,686,2809
2023-08-09,United Kingdom,8127,7241,48
2023-08-09,Italy,8486,7588,805
2023-08-09,Spain,5639,2470,2774
2023-08-09,Canada,9691,7207,22
2023-08-09,Germany,4573,2838,1565
2023-08-09,Australia,4597,124,1144
2023-08-09,Japan,8400,5173,764
2023-08-09,South Korea,1196,900,13
2023-08-09,Mexico,7039,4365,1697
2023-08-09,Indonesia,4973,1522,48
2023-08-09,Nigeria,2393,2142,80
2023-08-09,South Africa,7560,2992,2702
2023-08-09,Argentina,437,83,134
2023-08-09,Saudi Arabia,4338,556,3479
2023-08-10,United States,5621,3346,798
2023-08-10,China,9112,2884,5246
2023-08-10,India,7782,6773,739
2023-08-10,Brazil,7413,1216,3478
2023-08-10,Russia,5618,3160,576
2023-08-10,France,8260,1784,4654
2023-08-10,United Kingdom,3190,2250,153
2023-08-10,Italy,4963,231,1017
2023-08-10,Spain,9929,200,3572
2023-08-10,Canada,9359,6088,797
2023-08-10,Germany,5284,296,1639
2023-08-10,Australia,3483,716,563
2023-08-10,Japan,3950,413,2104
2023-08-10,South Korea,861,781,50
2023-08-10,Mexico,4864,3724,711
2023-08-10,Indonesia,1332,823,163
2023-08-10,Nigeria,2422,1641,529
2023-08-10,South Africa,2799,530,1064
2023-08-10,Argentina,4239,827,287
2023-08-10,Saudi Arabia,772,210,507
2023-08-11,United States,5539,2515,1739
2023-08-11,China,7822,4662,1038
2023-08-11,India,1357,928,256
2023-08-11,Brazil,1280,175,1089
2023-08-11,Russia,9509,2636,3758
2023-08-11,France,4418,304,2772
2023-08-11,United Kingdom,1480,1286,40
2023-08-11,Italy,5810,3850,1370
2023-08-11,Spain,8321,2510,139
2023-08-11,Canada,7546,3575,3559
2023-08-11,Germany,8723,5453,2523
2023-08-11,Australia,6996,5684,439
2023-08-11,Japan,5809,4073,877
2023-08-11,South Korea,4410,3248,547
2023-08-11,Mexico,5373,3669,1594
2023-08-11,Indonesia,3800,3456,70
2023-08-11,Nigeria,1480,99,521
2023-08-11,South Africa,4798,53,2730
2023-08-11,Argentina,7164,3696,765
2023-08-11,Saudi Arabia,8312,6729,517
2023-08-12,United States,8504,5067,408
2023-08-12,China,7048,2074,333
2023-08-12,India,3219,202,1381
2023-08-12,Brazil,8343,5703,654
2023-08-12,Russia,5902,4035,90
2023-08-12,France,6554,3502,2660
